num_countries,years_school,height,who_am_I
4,3.0,5.253749434788989,Adult
0,3.0,4.828028083808422,Adult
8,6.0,4.650545547482604,Adult
0,20.0,6.136389859959062,Adult
1,9.0,4.674021633129391,Adult
0,22.0,4.551276021646512,Adult
0,22.0,4.396420293546698,Adult
2,24.0,5.2026419476535235,Adult
0,25.0,6.098906910985055,Adult
5,13.0,5.280815683222848,Adult
0,17.0,6.419149732233755,Adult
3,22.0,5.976493471518072,Adult
2,9.0,5.020640667868465,Adult
0,21.0,5.413883937689878,Adult
9,18.0,4.433036063829841,Adult
0,22.0,5.1079380910654315,Adult
3,19.0,4.746569327464709,Adult
6,19.0,4.488675328603649,Adult
4,20.0,4.44610770607288,Adult
0,17.0,4.944351400824088,Adult
0,1.0,4.293659400860216,Adult
12,15.0,5.552668428112031,Adult
0,2.0,4.739947696121196,Adult
10,21.0,4.246859968929762,Adult
0,7.0,6.255450741076809,Adult
5,18.0,4.756785930177195,Adult
0,20.0,4.392822199043559,Adult
0,7.0,5.394977157027417,Adult
3,17.0,4.707941751102375,Adult
1,5.0,4.57607932391854,Adult
10,20.0,4.514833783907763,Adult
4,21.0,6.220411146323412,Adult
5,9.0,6.4519045600156915,Adult
0,25.0,5.157389682834551,Adult
10,20.0,4.514833783907763,Adult
1,5.0,6.123757947572379,Adult
0,22.0,6.0669395445739545,Adult
0,3.0,4.6093862704011315,Adult
3,21.0,5.2131269563250715,Adult
0,8.0,5.866586660008824,Adult
0,19.0,6.119325441048419,Adult
4,25.0,5.106576931146529,Adult
3,1.0,5.592470998258717,Adult
0,20.0,5.947809647088283,Adult
0,20.0,4.869001701153555,Adult
1,24.0,4.524300136891914,Adult
0,2.0,5.888970829854146,Adult
0,17.0,6.479628316211272,Adult
0,23.0,4.58004974147379,Adult
1,16.0,5.064160687825906,Adult
0,1.0,6.255521667679879,Adult
1,17.0,5.662688538375304,Adult
0,18.0,4.811780945526674,Adult
10,23.0,6.100702803314207,Adult
3,3.0,5.301186324818479,Adult
4,18.0,4.4581068302103635,Adult
10,14.0,5.203144206640346,Adult
11,25.0,4.547483773077205,Adult
1,0.0,6.022549978850151,Adult
2,24.0,4.709424646425285,Adult
0,11.0,4.27695752620677,Adult
2,22.0,4.990007104611943,Adult
6,6.0,4.777932103767405,Adult
7,24.0,5.101708476479127,Adult
0,0.0,4.319653707253199,Adult
7,21.0,4.462832402280812,Adult
1,6.0,4.29864394024467,Adult
6,17.0,5.681109527702388,Adult
6,16.0,5.5728856367290405,Adult
0,23.0,6.050797901020115,Adult
7,16.0,6.18262848982555,Adult
3,10.0,4.923270287965776,Adult
15,21.0,5.134037239336298,Adult
6,25.0,5.591165974898537,Adult
0,24.0,5.5674846829257305,Adult
1,19.0,5.221832198405018,Adult
0,6.0,4.922870103067116,Adult
0,21.0,5.921844871133264,Adult
3,23.0,5.03468574195823,Adult
7,6.0,4.436214446507067,Adult
7,9.0,4.619685446651489,Adult
3,9.0,5.473091289540466,Adult
0,15.0,4.768668867049907,Adult
0,15.0,6.165077616240558,Adult
0,22.0,4.463019054542167,Adult
11,20.0,4.677438262995532,Adult
6,24.0,6.285013595774993,Adult
8,5.0,4.623609332688686,Adult
10,4.0,5.582212689886223,Adult
1,19.0,6.291627134162717,Adult
2,15.0,4.814141541314984,Adult
0,21.0,4.422696498743514,Adult
0,2.0,5.035688970261253,Adult
0,12.0,6.1026648510351365,Adult
9,16.0,4.541522694553652,Adult
0,14.0,5.0729456512462745,Adult
0,4.0,5.315844371883955,Adult
0,22.0,6.109862766807872,Adult
1,9.0,4.792347571703229,Adult
0,13.0,4.718682423979109,Adult
3,4.0,4.53067269011116,Adult
3,0.0,5.60847632857462,Adult
0,1.0,5.761115816056473,Adult
3,23.0,4.4460195743929845,Adult
1,18.0,5.04622113843371,Adult
0,21.0,5.135246103054223,Adult
0,12.0,4.485460950220533,Adult
12,14.0,6.226867701913257,Adult
2,14.0,5.125266862492356,Adult
1,24.0,5.309340216641258,Adult
0,20.0,5.800289289411949,Adult
0,9.0,4.274119896268785,Adult
5,3.0,5.486257214514865,Adult
0,11.0,5.864177667569318,Adult
4,7.0,5.042093039427083,Adult
0,6.0,5.383894685969399,Adult
0,11.0,5.386612817274077,Adult
0,10.0,6.183006091312311,Adult
5,22.0,6.2106191926086805,Adult
7,1.0,5.997221615168749,Adult
0,17.0,6.29218387040499,Adult
0,9.0,5.981193245827557,Adult
3,8.0,6.119840480814446,Adult
8,13.0,5.185742433493452,Adult
0,19.0,5.20844182200462,Adult
0,22.0,4.772460435490056,Adult
0,20.0,5.61119949201393,Adult
0,24.0,4.910210340182954,Adult
7,7.0,5.739282258568362,Adult
0,20.0,4.964065977777189,Adult
1,2.0,5.613879029922279,Adult
0,22.0,5.56800705132196,Adult
12,12.0,5.307413974437516,Adult
0,23.0,4.5024726151093235,Adult
1,23.0,4.774263093967745,Adult
8,1.0,4.42479519692623,Adult
0,20.0,5.800289289411949,Adult
2,24.0,4.980960107839439,Adult
0,12.0,4.3137253910641284,Adult
0,14.0,4.253753992420406,Adult
1,7.0,6.097414415943538,Adult
0,17.0,4.261719727671593,Adult
2,24.0,5.09861658387911,Adult
0,16.0,4.464724016267141,Adult
0,21.0,5.238424675352771,Adult
0,8.0,4.765633165698283,Adult
6,12.0,4.53709820805459,Adult
1,19.0,6.291627134162717,Adult
3,23.0,6.096518329300537,Adult
12,6.0,4.7071022884741485,Adult
7,11.0,4.96405350393606,Adult
0,21.0,4.850583147452273,Adult
0,15.0,4.4465458123018315,Adult
0,8.0,5.382849460641944,Adult
3,8.0,6.3468191419963045,Adult
5,16.0,4.635881130514494,Adult
1,19.0,6.145642617833307,Adult
0,14.0,5.728066334576461,Adult
0,8.0,4.935800085368074,Adult
10,14.0,6.2032888655293075,Adult
0,7.0,5.316732136079297,Adult
0,17.0,4.431132218916906,Adult
0,16.0,5.227202814030793,Adult
0,2.0,5.807770603071521,Adult
0,19.0,5.115192371325161,Adult
4,4.0,4.412884395802492,Adult
2,17.0,4.305512091122243,Adult
1,23.0,4.829509677035147,Adult
0,16.0,4.511965715208556,Adult
2,25.0,4.793152264776947,Adult
0,10.0,4.874031552278096,Adult
5,25.0,4.456338634233166,Adult
2,24.0,5.1838256612047475,Adult
0,24.0,4.951198834290446,Adult
0,6.0,5.627382066463628,Adult
