num_countries,years_school,height,who_am_I
2,21.0,6.250360212114339,Adult
1,23.0,4.556465014991605,Adult
6,21.0,4.446534010193591,Adult
0,18.0,5.220299096525988,Adult
0,5.0,5.387837267911586,Adult
5,18.0,4.937262507812553,Adult
0,2.0,4.8329759620345785,Adult
0,25.0,5.127566012008458,Adult
0,7.0,5.385995441577533,Adult
1,12.0,5.222753683166388,Adult
0,16.0,4.401595373591058,Adult
1,25.0,4.502960235821815,Adult
2,19.0,4.793152264776947,Adult
4,23.0,5.840807474799094,Adult
9,22.0,5.669707065540617,Adult
0,18.0,5.1079380910654315,Adult
2,23.0,4.804998130938404,Adult
5,17.0,4.40377577349783,Adult
1,16.0,4.802208927133864,Adult
10,16.0,4.369901100074475,Adult
0,11.0,4.274761107182565,Adult
2,24.0,6.162518663741977,Adult
0,7.0,4.992147459216786,Adult
0,14.0,4.754498138268167,Adult
0,24.0,6.16580131337777,Adult
4,20.0,6.227846077059269,Adult
5,11.0,5.282468804782986,Adult
5,22.0,4.766905566438106,Adult
0,16.0,4.417602494133148,Adult
10,1.0,4.3310767291992915,Adult
0,25.0,4.277452182154418,Adult
6,18.0,4.260305740359286,Adult
0,17.0,5.415332667281504,Adult
0,25.0,4.277452182154418,Adult
1,7.0,5.5571590362665,Adult
0,19.0,6.29269982478008,Adult
4,21.0,6.041266945010644,Adult
6,8.0,4.712511248761437,Adult
0,22.0,6.0170990595025975,Adult
0,11.0,6.027209008078829,Adult
2,22.0,5.125266862492356,Adult
1,22.0,4.585761906839024,Adult
0,17.0,4.230629902978671,Adult
6,16.0,6.285013595774993,Adult
0,22.0,4.325270883342853,Adult
1,4.0,4.958826584073815,Adult
0,25.0,5.20708500711954,Adult
0,14.0,5.039481684086949,Adult
7,11.0,5.838541472895713,Adult
6,18.0,5.972899373017899,Adult
4,24.0,6.01713256401974,Adult
4,24.0,4.379449980120416,Adult
2,14.0,5.037842208473044,Adult
0,1.0,5.0220617726124495,Adult
1,12.0,4.355933079793276,Adult
6,12.0,4.805157908720398,Adult
0,25.0,5.326594255863084,Adult
2,12.0,4.9199247661505305,Adult
7,17.0,4.341377810451365,Adult
0,2.0,4.27695752620677,Adult
3,7.0,4.640710069648437,Adult
0,11.0,4.464724016267141,Adult
4,13.0,5.0178301995237735,Adult
1,4.0,4.9113117007145775,Adult
5,25.0,5.8037205719238845,Adult
2,19.0,5.0701520539261224,Adult
0,24.0,4.734416134766061,Adult
6,19.0,5.5728856367290405,Adult
0,3.0,6.398000265304195,Adult
5,24.0,5.239769722928601,Adult
6,4.0,5.877559117706802,Adult
0,4.0,4.379382683224251,Adult
0,10.0,5.541319591367083,Adult
4,7.0,5.548234694432245,Adult
1,4.0,5.439425105776366,Adult
8,20.0,4.761139660097938,Adult
0,24.0,4.595244530694055,Adult
0,17.0,5.471755346094364,Adult
4,22.0,5.154922841688794,Adult
0,17.0,5.444164001891031,Adult
0,12.0,5.73941515679895,Adult
5,5.0,4.4467805816639085,Adult
8,17.0,4.623609332688686,Adult
2,10.0,4.240961656021142,Adult
4,19.0,6.415189870557736,Adult
0,18.0,4.415549074805927,Adult
13,15.0,4.573111246262117,Adult
8,22.0,4.776258398612765,Adult
4,5.0,4.703450097970242,Adult
7,23.0,4.3432574745377535,Adult
0,19.0,5.413883937689878,Adult
0,25.0,4.230663863755851,Adult
0,24.0,4.947094132740342,Adult
0,20.0,4.546530189852591,Adult
3,22.0,4.883863416796817,Adult
0,25.0,5.098975848081956,Adult
0,25.0,6.119325441048419,Adult
4,0.0,5.954492480993819,Adult
2,1.0,6.1030651283823,Adult
2,2.0,5.415768659699482,Adult
6,20.0,5.6661047405859355,Adult
11,17.0,4.874385962585072,Adult
6,2.0,5.848249922409469,Adult
0,24.0,4.772460435490056,Adult
5,4.0,5.103236234492151,Adult
0,13.0,5.730490828992825,Adult
13,5.0,4.549394682064817,Adult
1,6.0,5.9506617911476,Adult
7,8.0,5.997221615168749,Adult
10,5.0,4.417624983349146,Adult
1,9.0,4.610039235709651,Adult
2,23.0,4.9811667666463695,Adult
0,5.0,4.350832400688083,Adult
4,19.0,4.452780378735822,Adult
0,21.0,5.198868902039482,Adult
0,25.0,4.224864923644291,Adult
8,7.0,5.900647007781277,Adult
0,18.0,4.730384618560564,Adult
5,17.0,5.999868490686643,Adult
1,10.0,4.633800473369418,Adult
0,25.0,4.51990847974295,Adult
10,24.0,4.657726062253115,Adult
9,20.0,5.182586093381869,Adult
2,3.0,5.11161476560949,Adult
3,19.0,6.276064857990274,Adult
0,12.0,6.050797901020115,Adult
0,16.0,4.795938509624854,Adult
0,15.0,4.371416271490374,Adult
7,16.0,6.173646691320009,Adult
1,12.0,5.668281337752911,Adult
1,5.0,5.998849222047952,Adult
0,17.0,6.1026648510351365,Adult
4,3.0,5.862657900013407,Adult
0,9.0,4.89139097077456,Adult
7,8.0,5.997221615168749,Adult
6,25.0,4.564041978330704,Adult
7,25.0,4.535346037831461,Adult
5,7.0,4.422487659373223,Adult
6,15.0,5.302784833257509,Adult
9,14.0,4.320121141476955,Adult
10,10.0,5.203144206640346,Adult
1,19.0,6.046915036305533,Adult
0,18.0,5.9448620726534696,Adult
0,25.0,4.409641721851555,Adult
0,17.0,5.41655522109041,Adult
8,22.0,4.776258398612765,Adult
1,18.0,4.280298056024163,Adult
9,19.0,5.002587853208084,Adult
10,11.0,4.574060035689429,Adult
0,22.0,5.7615919494538606,Adult
1,20.0,5.808073284001277,Adult
2,24.0,5.126847384545257,Adult
7,2.0,4.520950293779247,Adult
0,5.0,4.932728045366906,Adult
0,18.0,6.78841406184258,Adult
0,16.0,5.728066334576461,Adult
1,23.0,5.495622593369983,Adult
4,12.0,4.4450111563461565,Adult
1,17.0,4.674021633129391,Adult
13,20.0,6.432231134388148,Adult
1,10.0,4.47073641003546,Adult
4,18.0,5.007931894966286,Adult
3,0.0,5.089328748353778,Adult
0,17.0,5.800289289411949,Adult
2,3.0,4.305512091122243,Adult
1,11.0,4.245037744027645,Adult
3,5.0,5.660019161808492,Adult
5,19.0,5.049179760688288,Adult
0,3.0,6.545666186444006,Adult
1,4.0,4.86269371656682,Adult
0,7.0,5.454721947144332,Adult
0,22.0,4.8326124009354805,Adult
3,24.0,4.787347151632961,Adult
3,22.0,5.172023688995927,Adult
3,16.0,5.682311948606542,Adult
5,24.0,4.69201153067889,Adult
2,18.0,5.345634343591177,Adult
4,24.0,6.01713256401974,Adult
2,13.0,4.261702000312076,Adult
1,25.0,4.502960235821815,Adult
0,19.0,5.20844182200462,Adult
6,9.0,6.030348908355446,Adult
0,11.0,5.774562660680754,Adult
11,24.0,6.074891527966454,Adult
2,7.0,5.5794235247729365,Adult
0,4.0,5.227202814030793,Adult
0,13.0,4.208062895624897,Adult
0,16.0,5.198936373388149,Adult
9,18.0,4.541522694553652,Adult
3,16.0,4.297524730577271,Adult
0,24.0,4.6862164677943206,Adult
0,1.0,5.0220617726124495,Adult
1,23.0,4.699958664036247,Adult
1,18.0,5.7541624013572354,Adult
2,25.0,4.911482834925686,Adult
3,17.0,4.707941751102375,Adult
1,19.0,5.399212113837799,Adult
0,15.0,4.766014404366892,Adult
2,19.0,5.09861658387911,Adult
0,17.0,5.146095764694675,Adult
2,3.0,4.305512091122243,Adult
13,19.0,5.0526961481352926,Adult
1,4.0,4.86269371656682,Adult
14,7.0,5.364728868898043,Adult
4,23.0,4.92065569214983,Adult
0,2.0,5.996560299879478,Adult
6,2.0,4.844617805054964,Adult
7,21.0,4.508678721832704,Adult
9,12.0,4.715322709436762,Adult
0,2.0,6.136389859959062,Adult
